customer_id,last_purchase_date,first_purchase_date,transaction_count,total_orders,monetary,total_items_purchased,customer_name,recency_days,frequency,avg_order_value,customer_age_days,r_score,f_score,m_score,rfm_score,rfm_score_numeric,segment,recommended_action,segment_priority
25900,,,0,1,3159000.0,8,PT. Haitek Solusi Indonesia,9999,1,3159000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
25950,2025-12-11 00:00:00,2025-02-12 00:00:00,12,15,106385000.0,98,PT. Icon Technology,0,15,7092333.333333333,302,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
25951,,,0,1,263950000.0,25,PT. My Icon Technology,9999,1,263950000.0,0,1,2,5,125,8,Other,,
25952,,,0,1,1900000.0,1,Ilham Akbar,9999,1,1900000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
26050,2025-02-10 00:00:00,2025-02-10 00:00:00,1,5,12540000.0,20,PT. Intisari Komputindo,304,5,2508000.0,0,3,4,2,342,9,Other,,
26101,,,0,1,15884000.0,8,CV. Kawan Landuh Abadi Teknik,9999,1,15884000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
26150,,,0,1,227928.0,1,Silvana,9999,1,227928.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
26152,,,0,3,14431700.0,14,CV. IT Solution Lombok,9999,3,4810566.666666667,0,1,4,2,142,7,Other,,
26200,,,0,1,23125000.0,5,PT. Argenta Terra International,9999,1,23125000.0,0,1,2,3,123,6,Other,,
26201,2025-08-10 00:00:00,2025-08-10 00:00:00,1,1,7850000.0,2,PT. Jakarta Internatioal Higher Education,123,1,7850000.0,0,4,2,2,422,8,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
26250,,,0,1,4657000.0,3,R. Ayodhya Wahyupriyantoro,9999,1,4657000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
26300,,,0,1,88136216.0,51,PT. Xirka Dama Persada,9999,1,88136216.0,0,1,2,4,124,7,Other,,
26400,,,0,1,1042000.0,2,CV. Jonathen Citra Komputindo,9999,1,1042000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
26450,2025-02-12 00:00:00,2025-02-12 00:00:00,2,6,67315000.0,64,PT. Ardei Gatra Mayantara,302,6,11219166.66666667,0,3,4,4,344,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
2650,,,0,4,15496000.0,8,PT. Profescipta Wahana Teknik,9999,4,3874000.0,0,1,4,2,142,7,Other,,
26500,2025-08-12 00:00:00,2025-01-12 00:00:00,5,2,16686000.0,19,PT. Wasupati Teknologi Informasi,121,2,8343000.0,212,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
26501,2025-08-10 00:00:00,2025-08-10 00:00:00,2,1,894000.0,2,PT. Avarte Indonesia,123,1,894000.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
26550,,,0,1,1200000.0,1,PT. Mitrasoft Infonet,9999,1,1200000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
26551,2025-05-12 00:00:00,2025-05-12 00:00:00,1,1,140000000.0,14,PT. Buana Indo Pratama,213,1,140000000.0,0,4,2,4,424,10,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
26600,2025-01-10 00:00:00,2025-01-10 00:00:00,3,1,9998000.0,5,PT. Sentralindo Solusi Utama,335,1,9998000.0,0,3,2,2,322,7,Promising,Create brand awareness. Offer free trials.,3.0
26601,2025-02-10 00:00:00,2025-02-10 00:00:00,1,1,2400000.0,2,PT. Access Micro Sistem,304,1,2400000.0,0,3,2,1,321,6,Promising,Create brand awareness. Offer free trials.,3.0
26650,,,0,1,6178000.0,18,PT. Aulia Nusantara Teknologi,9999,1,6178000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
26651,2025-08-10 00:00:00,2025-01-10 00:00:00,2,2,2716000.0,4,CV. Artha Prima Abadi,123,2,1358000.0,212,4,3,1,431,8,Other,,
26700,2025-03-10 00:00:00,2025-03-10 00:00:00,4,1,36827456.0,15,PT. Sistem Digital Informatika,276,1,36827456.0,0,4,2,3,423,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
26750,2025-06-10 00:00:00,2025-06-10 00:00:00,2,1,22620000.0,15,PT. Kreasi Anugerah Solusindo,184,1,22620000.0,0,4,2,3,423,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
26751,2025-09-10 00:00:00,2025-09-10 00:00:00,2,2,13720000.0,12,PT. Tech Bridge Systematics Indonesia,92,2,6860000.0,0,5,3,2,532,10,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
26752,2025-10-11 00:00:00,2025-10-11 00:00:00,5,2,94578000.0,66,PT. Platindo Karya Prima,61,2,47289000.0,0,5,3,4,534,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
26753,,,0,1,16380000.0,33,PT. Putra Artha Solusindo,9999,1,16380000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
26800,2025-03-10 00:00:00,2025-03-10 00:00:00,1,1,560000.0,2,PT. Office And Security Solution,276,1,560000.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
26801,2025-04-11 00:00:00,2025-04-11 00:00:00,1,3,21175000.0,89,PT. Robicode Kreasi Indonesia,244,3,7058333.333333333,0,4,4,3,443,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
26850,2025-07-10 00:00:00,2025-07-10 00:00:00,6,2,39304577.36,42,PT. Utama Cahaya Gumilang,154,2,19652288.68,0,4,3,3,433,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
26900,2025-10-10 00:00:00,2025-10-10 00:00:00,1,1,5600000.0,2,PT. Digital Apta Media,62,1,5600000.0,0,5,2,2,522,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
26901,,,0,2,1103603.6,5,Satria Adi Nugraha,9999,2,551801.8,0,1,3,1,131,5,Other,,
26902,2025-10-10 00:00:00,2025-10-10 00:00:00,2,4,40838000.0,31,Yunita Wulandari / Mardiono,62,4,10209500.0,0,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
26903,2025-12-11 00:00:00,2025-12-11 00:00:00,1,2,29800000.0,10,CV. INPR Solusindo,0,2,14900000.0,0,5,3,3,533,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
2700,,,0,1,16144142.0,14,CV. Agra Techno Solusindo,9999,1,16144142.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
27000,,,0,1,1750000.0,1,Rezha Wahyu Pandu P,9999,1,1750000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
27100,,,0,1,9256800.0,4,PT Dharma Dwitunggal Utama,9999,1,9256800.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
27150,,,0,1,13326012.0,3,PT. Tekno Global Cyber Indo,9999,1,13326012.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
27151,,,0,1,3640000.0,10,PT. Nano Nusantara Teknologi,9999,1,3640000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
27152,2025-11-11 00:00:00,2025-11-11 00:00:00,2,1,3330000.0,4,PT. Tata Mitra Sentosa,30,1,3330000.0,0,5,2,1,521,8,Recent Customers,Start building relationship. Provide onboarding support.,4.0
27200,,,0,1,700000.0,2,PT. Zacotech Mitra Usaha,9999,1,700000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
27201,,,0,1,21380000.0,10,PT. Uni Makmur Elektrika,9999,1,21380000.0,0,1,2,3,123,6,Other,,
27202,,,0,1,7700000.0,1,PT. Kamera Pengintai Indonesia,9999,1,7700000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
27300,,,0,4,31750000.0,46,PT. Infotech Tantami Nusantara,9999,4,7937500.0,0,1,4,3,143,8,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
27301,,,0,2,9120000.0,20,PT Kawan Utama Digital,9999,2,4560000.0,0,1,3,2,132,6,Other,,
27350,,,0,1,1500000.0,1,PT. Saluyu Infotama Sistem,9999,1,1500000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
27400,,,0,1,3230000.0,2,PT. Tomio Auto Engineering,9999,1,3230000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
27450,,,0,1,13125900.0,10,PT. Satata Neka Tama,9999,1,13125900.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
2750,2025-03-12 00:00:00,2025-03-12 00:00:00,1,2,12426000.0,9,PT. Irama Bintang Timur,274,2,6213000.0,0,4,3,2,432,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
27500,2025-12-11 00:00:00,2025-12-11 00:00:00,3,2,179949000.0,97,PT. Technoland Arya Utama,0,2,89974500.0,0,5,3,4,534,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
2751,,,0,1,803000000.0,35,PT. Perkom Indah Murni,9999,1,803000000.0,0,1,2,5,125,8,Other,,
27550,,,0,2,4540000.0,12,PT. Starva Era Digital,9999,2,2270000.0,0,1,3,1,131,5,Other,,
27600,2025-01-12 00:00:00,2025-01-12 00:00:00,2,1,780000.0,4,PT Askara Inotek Indonesia,333,1,780000.0,0,3,2,1,321,6,Promising,Create brand awareness. Offer free trials.,3.0
27650,2025-07-11 00:00:00,2025-07-11 00:00:00,2,2,64345000.0,58,PT. Multi Jaya Solusion,153,2,32172500.0,0,4,3,4,434,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
27700,,,0,1,5600000.0,20,CV. Mitra Elektrik Bersama,9999,1,5600000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
27750,2025-05-11 00:00:00,2025-05-11 00:00:00,2,1,2184000.0,3,PT. Astha Sinergi Nusantara,214,1,2184000.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
27800,2025-03-11 00:00:00,2025-03-11 00:00:00,6,1,78168000.0,30,PT. Djaya Artha Berkarya,275,1,78168000.0,0,4,2,4,424,10,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
27850,2025-10-11 00:00:00,2025-03-11 00:00:00,10,2,26030700.0,25,PT Mitra Cipta Solusi,61,2,13015350.0,214,5,3,3,533,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
27950,2025-11-12 00:00:00,2025-04-11 00:00:00,4,4,26016400.0,11,PT. Cyberindo Aditama,29,4,6504100.0,215,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
28000,2025-05-11 00:00:00,2025-05-11 00:00:00,4,2,94870000.0,33,PT. Trigatra Sistem Integrasi,214,2,47435000.0,0,4,3,4,434,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
28050,2025-06-11 00:00:00,2025-06-11 00:00:00,6,1,1039314000.0,8,PT Imada Karya Teknikatama,183,1,1039314000.0,0,4,2,5,425,11,Other,,
28100,2025-07-11 00:00:00,2025-02-12 00:00:00,2,2,2699000.0,3,PT. Mitra Kasih Perkasa,153,2,1349500.0,149,4,3,1,431,8,Other,,
28150,2025-06-11 00:00:00,2025-06-11 00:00:00,1,1,800000.0,10,PT. Itudata Arczenit Omega,183,1,800000.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
28151,2025-10-12 00:00:00,2025-10-12 00:00:00,1,1,10200000.0,40,PT China Telecom Global,60,1,10200000.0,0,5,2,2,522,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
28200,2025-04-12 00:00:00,2025-04-12 00:00:00,2,1,46815000.0,45,PT. Pilar Garba Inti,243,1,46815000.0,0,4,2,3,423,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
28202,2025-08-12 00:00:00,2025-08-12 00:00:00,1,1,13500000.0,1,PT. Santoso Adhi Sejahtera,121,1,13500000.0,0,4,2,2,422,8,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
28203,2025-07-11 00:00:00,2025-07-11 00:00:00,2,1,7298000.0,7,PT Adi Cipta Sakti,153,1,7298000.0,0,4,2,2,422,8,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
28250,2025-06-11 00:00:00,2025-06-11 00:00:00,2,1,21982140.0,14,PT. CETC Teknologi Indonesia,183,1,21982140.0,0,4,2,3,423,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
28350,2025-10-11 00:00:00,2025-10-11 00:00:00,2,1,6214000.0,6,PT Arkeo Raya Elkanindo,61,1,6214000.0,0,5,2,2,522,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
28400,,,0,1,6200000.0,4,PT Cakra Borneo Sejahtera,9999,1,6200000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
28450,2025-11-11 00:00:00,2025-11-11 00:00:00,1,1,11200000.0,4,PT Sanna Technology Consultant,30,1,11200000.0,0,5,2,2,522,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
2850,,,0,1,75550000.0,3,PT. Transtech Global Network,9999,1,75550000.0,0,1,2,4,124,7,Other,,
28500,,,0,1,53142000.0,36,PT Pradowansa Sukses Lestari,9999,1,53142000.0,0,1,2,3,123,6,Other,,
28550,2025-12-11 00:00:00,2025-12-11 00:00:00,4,1,8570000.0,48,PT Golden Hasanah Indonesia,0,1,8570000.0,0,5,2,2,522,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
28600,,,0,1,17240000.0,8,PT Bernama Informatika,9999,1,17240000.0,0,1,2,3,123,6,Other,,
28650,,,0,1,5797000.0,1,PT Borneo Integrated Technology,9999,1,5797000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
28651,,,0,1,6211000.0,10,PT Econdlight,9999,1,6211000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
28700,,,0,1,12988000.0,6,PT Multi Dimensi Teknologi,9999,1,12988000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
28750,,,0,2,9509838100.0,16046,PT Tri Indo Global,9999,2,4754919050.0,0,1,3,5,135,9,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
28751,,,0,1,470000.0,1,PT Askara Internal,9999,1,470000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
28752,,,0,1,25150000.0,13,PT CCI Teknologi Indonesia,9999,1,25150000.0,0,1,2,3,123,6,Other,,
28753,2025-04-12 00:00:00,2025-04-12 00:00:00,1,1,23239680.0,4,PT Total Inpro Multitech,243,1,23239680.0,0,4,2,3,423,9,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
28801,,,0,1,17100000.0,13,PT Alwindo Prima Solusi,9999,1,17100000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
28802,,,0,1,1895000.0,2,PT Aira Solusi Teknologi,9999,1,1895000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
28850,,,0,1,7224000.0,12,PT Teknologi Informatika Virtual,9999,1,7224000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
28900,,,0,1,1568000.0,4,PT Teknologi Data Informatika,9999,1,1568000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
28950,,,0,1,14150000.0,15,PT Bangun Jaya Pedia,9999,1,14150000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
2900,2023-01-12 00:00:00,2023-01-12 00:00:00,1,1,106126082.0,62,PT. Fujitsu Indonesia,1064,1,106126082.0,0,2,2,4,224,8,Other,,
29000,,,0,1,177500.0,1,PT Laut Indah Mandiri,9999,1,177500.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
29050,,,0,1,3407300.0,7,CV. Project Barong Media,9999,1,3407300.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
29100,2025-04-12 00:00:00,2025-04-12 00:00:00,18,1,5948604500.0,628,PT. Central Creative Solution,243,1,5948604500.0,0,4,2,5,425,11,Other,,
29150,,,0,1,5180400.0,9,PT. MLV Teknologi,9999,1,5180400.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
29200,,,0,1,2755000.0,2,CV. Unisys Infonet,9999,1,2755000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
29250,,,0,1,2931000.0,1,CV Esa Projector,9999,1,2931000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
29300,,,0,1,58565000.0,54,Valentino Yossiah,9999,1,58565000.0,0,1,2,3,123,6,Other,,
29351,,,0,1,5980000.0,1,PT Finiks Solusi Indonesia,9999,1,5980000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
29400,,,0,1,2784000.0,1,PT Aztech Karya Mandiri,9999,1,2784000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
29450,2025-02-12 00:00:00,2025-01-12 00:00:00,4,2,52854000.0,17,PT Wahana Mitra Elektrindo,302,2,26427000.0,31,3,3,3,333,9,Loyal Customers,Upsell higher value products. Engage them.,9.0
29452,2025-02-12 00:00:00,2025-02-12 00:00:00,2,1,6481000.0,6,PT Complus Sistem Solusi,302,1,6481000.0,0,3,2,2,322,7,Promising,Create brand awareness. Offer free trials.,3.0
2950,,,0,1,163320000.0,27,PT. Pileatech Indo Makmur,9999,1,163320000.0,0,1,2,4,124,7,Other,,
29500,2025-01-12 00:00:00,2025-01-12 00:00:00,1,1,2431000.0,13,PT Quantum Technology Indonesia,333,1,2431000.0,0,3,2,1,321,6,Promising,Create brand awareness. Offer free trials.,3.0
29501,2025-02-12 00:00:00,2025-02-12 00:00:00,3,1,4509000.0,5,PT Nirwana Jasera Indonesia,302,1,4509000.0,0,3,2,1,321,6,Promising,Create brand awareness. Offer free trials.,3.0
2951,2023-01-12 00:00:00,2023-01-12 00:00:00,2,1,14148000.0,18,PT. Sendara Mitra Solusi,1064,1,14148000.0,0,2,2,2,222,6,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
29550,2025-02-12 00:00:00,2025-02-12 00:00:00,2,1,1300000.0,4,Bali Yoni Saguna,302,1,1300000.0,0,3,2,1,321,6,Promising,Create brand awareness. Offer free trials.,3.0
29600,2025-04-12 00:00:00,2025-04-12 00:00:00,1,1,280000.0,4,PT Digital Media Kreasindo,243,1,280000.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
29650,2025-03-12 00:00:00,2025-03-12 00:00:00,1,1,1560000.0,2,PT Media Solusi Network,274,1,1560000.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
29700,2025-04-12 00:00:00,2025-04-12 00:00:00,3,1,12765408.0,21,PT Inti Media Data,243,1,12765408.0,0,4,2,2,422,8,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
29750,2025-05-12 00:00:00,2025-05-12 00:00:00,1,1,1958040.0,4,PT Karya Cipta Mandiri,213,1,1958040.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
29800,2025-04-12 00:00:00,2025-04-12 00:00:00,2,1,9000000.0,8,CV Mandala Sukses,243,1,9000000.0,0,4,2,2,422,8,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
29802,2025-04-12 00:00:00,2025-04-12 00:00:00,1,1,1520000.0,2,PT Nusantara Bagja Raharja,243,1,1520000.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
29850,2025-10-12 00:00:00,2025-10-12 00:00:00,1,1,208000000.0,16,PT Kudungga Teknologi Indonesia,60,1,208000000.0,0,5,2,4,524,11,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
29950,2025-05-12 00:00:00,2025-05-12 00:00:00,1,1,714000.0,1,PT Parama Solusi Informatika,213,1,714000.0,0,4,2,1,421,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
300,,,0,1,3550000.0,1,PT. Indomega Teknologi,9999,1,3550000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
3000,2024-04-04 00:00:00,2023-05-12 00:00:00,6,5,23626522.77,44,PT. Zoom Infotek Telesindo,616,5,4725304.554,328,3,4,3,343,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
305,,,0,1,710000.0,1,CV. Mitra Teknologi Nusantara,9999,1,710000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
3050,,,0,3,6050000.0,3,PT. Access Lintas Solusi,9999,3,2016666.666666667,0,1,4,2,142,7,Other,,
310,2025-12-09 00:00:00,2023-07-12 00:00:00,36,69,428255825.9167347,421,PT. Cdecom Surya Mandiri,2,69,6206606.1727063,881,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
3100,2024-07-10 00:00:00,2023-01-12 00:00:00,6,2,110401622.0,55,PT. Adita Nusantara Solution,519,2,55200811.0,545,3,3,4,334,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
311,2025-10-07 00:00:00,2023-01-12 00:00:00,27,34,1720740321.66,1177,PT. Indotama Media Teknologi,65,34,50610009.46058824,999,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
314,2025-12-02 00:00:00,2024-02-12 00:00:00,29,44,1571227960.0,1659,PT. Intikom Berlian Mustika,9,44,35709726.36363637,659,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
3150,2025-11-08 00:00:00,2025-11-08 00:00:00,36,7,3675151748.0,461,PT. Frits Data Nusantara,33,7,525021678.2857143,0,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
316,2025-12-09 00:00:00,2025-01-08 00:00:00,51,49,202080360.0,227,PT. Dedikasi Teknologi Solusi,2,49,4124088.979591837,335,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
317,2025-09-05 00:00:00,2025-09-05 00:00:00,1,7,92462000.0,114,PT. Xapiens Teknologi Indonesia,97,7,13208857.14285714,0,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
318,2025-11-08 00:00:00,2023-04-12 00:00:00,30,44,226027819.0,199,PT. Nettocyber Indonesia,33,44,5136995.886363637,941,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
323,,,0,1,4894000.0,2,CV. Satya Darmawan,9999,1,4894000.0,0,1,2,1,121,4,Hibernating,Offer other relevant products. Special discounts.,1.0
325,2025-10-04 00:00:00,2023-07-11 00:00:00,26,13,959118747.3471428,959,PT. Focus Central Securindo,68,13,73778365.18054944,816,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
3250,2025-12-03 00:00:00,2023-04-12 00:00:00,19,22,235588900.0,159,PT. Soltech Data Indonesia,8,22,10708586.36363636,966,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
3251,2023-04-12 00:00:00,2023-04-12 00:00:00,1,2,3794594.6,2,CV. Berkah Arizky Sejahtera (BAS),974,2,1897297.3,0,2,3,1,231,6,Other,,
327,2025-11-03 00:00:00,2024-04-10 00:00:00,30,51,405650066.0,243,PT. Artha Anugrah Berkat,38,51,7953922.862745098,572,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
329,2025-10-03 00:00:00,2024-02-01 00:00:00,26,37,1185914000.0,897,PT. Comet Data Connect,69,37,32051729.72972973,610,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
3300,2025-12-03 00:00:00,2023-04-12 00:00:00,3,2,12988972.0,6,CV. Daruri Berkah Abadi,8,2,6494486.0,966,5,3,2,532,10,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
335,2025-10-02 00:00:00,2024-05-07 00:00:00,8,10,35594045.81,90,PT. Duta Teknik Solusindo,70,10,3559404.581,513,5,5,3,553,13,Loyal Customers,Upsell higher value products. Engage them.,9.0
3350,2025-08-07 00:00:00,2023-04-12 00:00:00,13,9,4398391018.72,164,PT. Packet System Indonesia,126,9,488710113.1911111,848,4,5,5,455,14,Champions,Reward them. Can be early adopters for new products.,10.0
336,2025-11-06 00:00:00,2024-02-01 00:00:00,21,19,208305154.0,211,PT. Inovasi Tjaraka Buana,35,19,10963429.15789474,644,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
339,2025-11-11 00:00:00,2023-06-12 00:00:00,21,33,291510396.4,324,CV. Gelora Perkasa Elektronik,30,33,8833648.375757575,883,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
3400,,,0,1,48400000.0,4,PT. Arunika Digital Prakarsa,9999,1,48400000.0,0,1,2,3,123,6,Other,,
3401,2023-11-12 00:00:00,2023-11-12 00:00:00,1,1,7800000.0,13,PT. Kusri Teknik Abadi,760,1,7800000.0,0,2,2,2,222,6,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
3403,2025-08-08 00:00:00,2023-06-12 00:00:00,14,22,798224642.0,1069,PT. Mitra Jaringan Global,125,22,36282938.27272727,788,4,5,5,455,14,Champions,Reward them. Can be early adopters for new products.,10.0
3405,2023-11-12 00:00:00,2023-11-12 00:00:00,1,1,900000.0,1,PT. Arfa Tuntas Makmur,760,1,900000.0,0,2,2,1,221,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
342,2025-10-07 00:00:00,2024-01-08 00:00:00,30,26,1931964671.44,829,PT. Link Net Tbk,65,26,74306333.51692308,638,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
343,2025-09-04 00:00:00,2024-01-11 00:00:00,9,5,6992613.0,18,James William Seubelan,98,5,1398522.6,602,4,4,2,442,10,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
3450,2025-03-03 00:00:00,2023-05-12 00:00:00,15,7,1169210000.0,10285,PT. Media Telekomunikasi Mandiri,283,7,167030000.0,661,4,5,5,455,14,Champions,Reward them. Can be early adopters for new products.,10.0
3451,2025-09-12 00:00:00,2023-05-12 00:00:00,28,10,7903708327.0,408,PT. Infracom Technology,90,10,790370832.7,854,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
346,2025-05-08 00:00:00,2025-05-08 00:00:00,2,1,6599560.0,5,PT. Pro Sistimatika Automasi,217,1,6599560.0,0,4,2,2,422,8,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
347,2023-07-11 00:00:00,2023-07-11 00:00:00,2,1,7065800.0,3,PT. Next Digital Information,884,1,7065800.0,0,2,2,2,222,6,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
348,2025-12-09 00:00:00,2023-11-12 00:00:00,67,119,2102925925.101712,2399,PT. Internet Mulia Untuk Negeri,2,119,17671646.42942615,758,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
3500,2024-10-01 00:00:00,2024-10-01 00:00:00,10,1,560480000.0,126,PT. Cakra Tekno Investama,436,1,560480000.0,0,3,2,5,325,10,Other,,
355,,,0,1,15000000.0,12,PT. Quad Sinergi Teknologi,9999,1,15000000.0,0,1,2,2,122,5,Hibernating,Offer other relevant products. Special discounts.,1.0
358,2025-12-02 00:00:00,2023-05-12 00:00:00,42,50,4122601500.52,2457,PT. Mahavira System Integra,9,50,82452030.0104,935,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
